id,title_en,title_de,language,faculty,cp,level,level_band,kind,primary_cluster,secondary_clusters,topic_tags,competencies,module_code,source,source_url,description_en,notes
fmb-800337,,Grundlagen mobiler und autonomer Roboter,de,FMB,5,Master,introductory,course,robotics,sim_num,mobile robots; autonomous robots; path planning,"Perform kinematic and dynamic analysis of mobile robots; Design wheeled and legged locomotion systems; Apply localization, path planning and obstacle avoidance methods; Implement machine vision with feature extraction and sensor data fusion; Develop mobile robots in teams to accomplish defined tasks",800337,Modulkatalog FMB-Masterstudiengänge (PDF),,"Covers fundamentals of mobile and autonomous robots including kinematics, sensors, localization and navigation, with a hands-on robot-development lab.",
fmb-601368,Handling and Logistics of Bulk Materials,,en,FMB,5,Master,core,course,logistics,sim_num,bulk materials; supply chain; dem; conveying,Analyze supply chains and handling plants for bulk materials; Apply the mechanics and physics of bulk materials; Calculate throughput and power consumption of continuous conveyors; Identify critical zones using Discrete Element Method (DEM) simulations,601368,Modulkatalog FMB-Masterstudiengänge (PDF),,"Covers logistics and handling of bulk materials, including conveyor design, throughput calculation and DEM simulation of critical handling zones.",
fmb-601430,Human-Technology Interaction,Hörakustik,de,FMB,5,Master,core,course,mech_mat,mobility,psychoacoustics; acoustics; noise perception,"Describe fundamental psychoacoustic quantities and their physical correlates; Apply measurement methods for hearing acoustics; Calculate loudness as a basic perceptual quantity; Characterize perception of noise, tonal sounds and binaural hearing",601430,Modulkatalog FMB-Masterstudiengänge (PDF),,"Teaches the fundamentals of psychoacoustics, including loudness calculation, sound measurement and perceptual characterization of technical and environmental noise.",
fmb-901129,,Idea Engineering,de,FMB,5,Master,core,course,innovation_mgmt,methods_skills,idea engineering; creativity; innovation,Apply structured creativity techniques to generate ideas; Develop and refine innovative concepts systematically; Evaluate and select promising ideas; Document idea development in a written assignment,901129,Modulkatalog FMB-Masterstudiengänge (PDF),,A course teaching structured creativity and idea-generation techniques to systematically develop innovative concepts.,
fmb-601307,,Industrielles Projektmanagement,de,FMB,5,Master,core,course,innovation_mgmt,,project management; project controlling; industrial projects,Analyze industrial processes to identify change requirements; Structure and organize industrial projects from analytical task breakdown; Manage projects using goal-oriented project structures; Apply key-figure-based project controlling,601307,Modulkatalog FMB-Masterstudiengänge (PDF),,"Teaches structuring, organizing and controlling of industrial projects through analytical task breakdown and key-figure-based project management.",
fmb-601405,Inelastic Structural Analysis,,en,FMB,5,Master,advanced,course,mech_mat,sim_num,inelastic analysis; plasticity; creep; structural mechanics,"Analyze components under inelastic material response (plasticity, creep, relaxation); Apply constitutive laws for plasticity and creep; Evaluate mechanical behavior of structures in the inelastic regime; Perform finite element analysis of inelastic components",601405,Modulkatalog FMB-Masterstudiengänge (PDF),,Covers analysis of components with inelastic material behavior such as plasticity and creep using constitutive laws and finite element methods.,
fmb-604163,,Integrated Design Engineering,de,FMB,5,Master,core,course,design_plm,innovation_mgmt,integrated design; product development; design methodology,"Apply holistic, integrated product development across multiple product views; Balance function, form, safety, quality, ergonomics and sustainability synergistically; Use IDE authoring, simulation and management tools; Manage interdisciplinary design projects and processes",604163,Modulkatalog FMB-Masterstudiengänge (PDF),,"Teaches integrated, holistic product development balancing function, form and sustainability across interdisciplinary projects using IDE tools.",
fmb-601431,,Intelligente Verkehrssysteme (IVS),de,FMB,5,Master,core,course,mobility,software_sys,intelligent transport systems; v2x; autonomous driving; traffic management,"Explain elements of transport infrastructure and intelligent transport systems; Apply traffic data acquisition, analysis and information systems; Design traffic control and management strategies; Apply V2X communication for connected and autonomous driving",601431,Modulkatalog FMB-Masterstudiengänge (PDF),,"Introduces intelligent transport systems combining IT, communication and traffic engineering for safer, more efficient mobility and connected autonomous driving.",
fmb-100393,,Interaktive Systeme,de,FMB,5,Master,core,course,hci,software_sys,interactive systems; interaction design; usability,Design interactive user interfaces; Apply interaction design principles and techniques; Develop and prototype interactive systems; Evaluate usability of interactive applications,100393,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on the design and development of interactive systems, covering interaction techniques and user interface concepts.",
fmb-601428,Lightweight and composite materials,,en,FMB,5,Master,core,course,mech_mat,manufacturing,composite materials; lightweight materials; materials science,"Classify composite materials and their property changes from constituents; Estimate mechanical properties, thermal stability and applications of composites; Combine different material classes for composite formation; Relate manufacturing processes to composite material properties",601428,Modulkatalog FMB-Masterstudiengänge (PDF),,"Provides a deeper understanding of lightweight and composite materials, their mechanics, manufacturing processes and resulting applications.",
fmb-604148,,Logistikstrategien und –methoden,de,FMB,5,Master,core,course,logistics,sim_num,logistics; supply chain design; six sigma; material flow,"Apply current logistics strategies, methods and tools; Use Six-Sigma and quality-management tools in logistics; Design supply chains and model material-flow systems; Assess system reliability and risk in material-flow systems",604148,Modulkatalog FMB-Masterstudiengänge (PDF),,"Surveys logistics strategies and methods including supply chain design, Six-Sigma tools, simulation and reliability of material-flow systems.",
fmb-604202,,"Marketing, Vertrieb, Betriebsverfassung, Personalwesen",de,FMB,5,Master,core,course,innovation_mgmt,,marketing; sales; human resources; business organization,"Analyze markets and buyer behaviour; Develop marketing and sales plans using suitable methods; Apply labour-management regulation and works-constitution law; Apply human-resource planning, acquisition and staff leadership",604202,Modulkatalog FMB-Masterstudiengänge (PDF),,"Covers marketing, sales, labour-management regulation and human-resource management, including market analysis and staff planning and leadership.",
fmb-604293,Material Handling Systems,,en,FMB,5,Master,core,course,logistics,,material handling; conveyors; throughput; logistics,Analyze complex material-handling systems with continuous and non-continuous conveyors; Calculate working cycles and throughput rates of handling systems; Identify throughput bottlenecks under deterministic and stochastic arrivals; Assess availability and reliability of material-handling systems,604293,Modulkatalog FMB-Masterstudiengänge (PDF),,"Teaches analysis of material-handling systems including throughput, working-cycle calculation and availability and reliability assessment.",
fmb-601408,Material Modeling,,en,FMB,5,Master,advanced,course,mech_mat,sim_num,material modeling; computational materials science; multiscale simulation,"Apply computational materials science methods across multiple scales; Predict material properties using physically-based models; Use DFT, atomistic, dislocation and phase-field modelling techniques; Run material simulations bridging scales with appropriate software",601408,Modulkatalog FMB-Masterstudiengänge (PDF),,"Introduces computational materials science across scales, from DFT and atomistic to phase-field modelling, with hands-on simulation exercises.",
fmb-601469,Materials Science,,en,FMB,5,Master,advanced,course,mech_mat,,materials science; metals and alloys; dislocations; microstructure,"Analyze crystal structures, symmetry and dislocation theory; Relate microstructure to macroscopic properties of metals and alloys; Explain elastic and plastic deformation including high-temperature creep; Apply strengthening mechanisms and phase-transformation thermodynamics",601469,Modulkatalog FMB-Masterstudiengänge (PDF),,"Provides advanced understanding of metallic materials, linking crystal structure, dislocations and microstructure to mechanical and high-temperature properties.",CP-Originalwert '90' unplausibel→5 (FMB-Standard).
fmb-601347,Mechanics of Lightweight Structures,,en,FMB,5,Master,advanced,course,mech_mat,sim_num,lightweight structures; composites; laminate theory; plates and shells,Formulate calculation methods for lightweight composite structures; Apply plate and shell theory considering anisotropy and large deformations; Perform laminate calculations using classical and higher-order layer theory; Assess possibilities and limits of numerical simulation for lightweight structures,601347,Modulkatalog FMB-Masterstudiengänge (PDF),,"Teaches calculation methods for lightweight composite structures, covering plate and shell theory, anisotropy and laminate calculation.",
fmb-604291,Mechanics of Materials,,en,FMB,5,Master,core,course,mech_mat,,mechanics of materials; material modeling; plasticity; fracture,"Model elastic behavior of isotropic and anisotropic materials; Describe inelastic behavior including plasticity, creep and stress relaxation; Translate experimental observations into mathematical material equations; Apply concepts of material damage and fracture",604291,Modulkatalog FMB-Masterstudiengänge (PDF),,"Covers the basics of material behavior modeling, from experiment to mathematical equations for elastic, inelastic, damage and fracture behavior.",
fmb-601372,Medical Technology from a Corporate Perspective,,en,FMB,5,Master,core,course,innovation_mgmt,manufacturing,medical technology; medical devices; regulatory approval,Understand product development and manufacturing of medical devices; Apply regulatory approval and clinical evaluation requirements for medical devices; Analyze corporate perspectives on medical technology from industry talks; Document and present project results on medical-device requirements,601372,Modulkatalog FMB-Masterstudiengänge (PDF),,"Company-led lectures giving real-world insight into development, manufacturing, testing and regulatory approval of medical devices, with project work.",
fmb-601389,,Mikro- und Ultrapräzisionsbearbeitung,de,FMB,5,Master,core,course,manufacturing,sim_num,micro machining; ultra-precision machining; manufacturing,"Classify micro and ultra-precision machining within production technology; Describe ablative and cutting processes for micro-machining; Design process chains for micro and ultra-precision manufacturing; Specify process, tool and machine requirements for ultra-precision machining",601389,Modulkatalog FMB-Masterstudiengänge (PDF),,"Covers micro and ultra-precision machining, including ablative and cutting processes, process-chain design and ultra-precision turning and milling.",
fmb-604154,Modeling and Simulation in Logistics Planning,,en,FMB,5,Master,core,course,sim_num,logistics,simulation; logistics planning; discrete-event simulation; optimization,"Apply simulation concepts and simulation-based optimization to production and logistics; Conduct all phases of a simulation study from goal description to experiments; Use discrete-event, discrete-rate and system-dynamics simulation paradigms; Work with simulation tools such as Plant Simulation, AnyLogic and ExtendSim",604154,Modulkatalog FMB-Masterstudiengänge (PDF),,Teaches simulation and simulation-based optimization for production and logistics planning across multiple paradigms and industry simulation tools.,
fmb-501317,"Modeling, Simulation and Optimization",,en,FMB,5,Master,core,course,sim_num,ml_ai,modeling; simulation; optimization; optimal control,Model dynamic systems with differential equations; Formulate and solve optimal control problems; Apply parameter estimation and test planning methods; Implement optimization algorithms efficiently,501317,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on modeling, simulation and optimization of dynamic systems, covering optimal control and parameter estimation.",
fmb-601380,,Modellierung von Antriebssystemen,de,FMB,5,Master,core,course,mobility,sim_num,powertrains; electric drives; modeling and simulation; hybrid drives,Describe components of electric and hybrid powertrains; Model and simulate drive components and drivetrain systems; Apply model-based development methods for powertrains; Analyze operating behavior and optimization of drive systems,601380,Modulkatalog FMB-Masterstudiengänge (PDF),,Teaches modelling and simulation of electric and hybrid powertrains and model-based development and optimization of drive components and systems.,
fmb-601345,,Montagesysteme,de,FMB,5,Master,core,course,manufacturing,industry40,assembly systems; assembly planning; production,Plan and configure complex assembly systems; Characterize assembly tasks and identify assembly-specific requirements; Design technical-organizational assembly system solutions; Evaluate assembly operations under economic and performance aspects,601345,Modulkatalog FMB-Masterstudiengänge (PDF),,"Teaches planning and conceptual design of complex assembly systems from task characterization to layout, configuration and economic evaluation.",
fmb-601189,,Motor- und Fahrzeugakustik,de,FMB,5,Master,core,course,mobility,mech_mat,vehicle acoustics; engine acoustics; noise reduction; acoustics,Apply fundamentals of airborne and structure-borne acoustics; Use sound measurement and evaluation methods; Assess noise effects and regulatory limits; Derive noise-reduction measures for engines and vehicles,601189,Modulkatalog FMB-Masterstudiengänge (PDF),,"Covers engine and vehicle acoustics, including sound measurement, noise assessment and methods for reducing engine and vehicle noise.",
fmb-601388,Multibody Dynamics,,en,FMB,5,Master,core,course,sim_num,mech_mat,multibody dynamics; system dynamics; numerical simulation,"Model dynamic mechanical systems as multibody systems; Apply time-integration methods to solve equations of motion; Handle constraints, joints and elastic multibody systems; Implement multibody dynamics programmatically and with commercial tools",601388,Modulkatalog FMB-Masterstudiengänge (PDF),,"Teaches multibody dynamics for analyzing complex dynamical systems, covering modelling strategies, time integration, constraints and elastic bodies.",
fmb-601352,,Nachhaltige Mobilität,de,FMB,5,Master,core,course,mobility,energy_sustain,sustainable mobility; electromobility; maas; transport,"Apply a holistic systemic approach to sustainable mobility; Relate mobility to quality of life, resources and environmental impact; Evaluate electromobility, new mobility forms and Mobility-as-a-Service; Assess policy instruments and acceptance of mobility measures",601352,Modulkatalog FMB-Masterstudiengänge (PDF),,"Provides a holistic systemic view of sustainable mobility, covering electromobility, resources, environmental impact and policy instruments.",
fmb-601374,,Neue Werkstoffe,de,FMB,5,Master,core,course,mech_mat,,new materials; non-ferrous metals; polymers; composites,"Select non-ferrous metals and alloys for special applications; Relate structure to properties for polymers and composite materials; Characterize ceramics, glasses and inorganic functional materials; Apply structure-property relationships for material selection",601374,Modulkatalog FMB-Masterstudiengänge (PDF),,"Surveys new materials including non-ferrous metals, polymers, composites and ceramics, focusing on structure-property relationships and material selection.",
fmb-601436,Nonlinear FEM,Non-local structural mechanics and peridynamics,en,FMB,5,Master,advanced,course,sim_num,mech_mat,nonlinear fem; finite element method; continuum mechanics; contact,Recognize the need for geometrically and physically nonlinear analysis; Formulate continuum-mechanics fundamentals for nonlinear FEM; Build geometrically nonlinear finite elements and solve nonlinear systems; Handle contact problems and nonlinear material models in FEM,601436,Modulkatalog FMB-Masterstudiengänge (PDF),,"Teaches nonlinear finite element analysis, covering geometric and material nonlinearity, solution methods for nonlinear systems and contact problems.",
fmb-502301,Optimization Methods for Machine Learning,,en,FMB,10,Master,advanced,course,ml_ai,sim_num,optimization; machine learning; gradient methods,Formulate machine learning problems as optimization tasks; Apply stochastic and deterministic gradient methods; Use penalization and regularization techniques; Implement optimization algorithms for SVMs and neural networks,502301,Modulkatalog FMB-Masterstudiengänge (PDF),,"An advanced course on optimization methods for machine learning, covering gradient methods and models such as SVMs and neural networks.",
fmb-110463,Parallel Programming,,en,FMB,5,Master,core,course,software_sys,sim_num,parallel programming; concurrency; hpc,Develop parallel programs using established paradigms; Apply shared-memory and distributed parallelization techniques; Analyze and optimize performance of parallel code; Implement concurrent algorithms on multicore and HPC systems,110463,Modulkatalog FMB-Masterstudiengänge (PDF),,A course on parallel programming covering parallelization paradigms and performance optimization for multicore and HPC systems.,CP-Originalwert '120' unplausibel→5 (FMB-Standard).
fmb-604152,,Planung logistischer Systeme (PLS),de,FMB,5,Master,core,project,logistics,methods_skills,logistics planning; supply chain; distribution centre; project work,"Develop planning solutions for production and logistics systems; Analyze logistics processes in distribution and fulfilment centres; Evaluate solution variants and analyze and control supply chains; Document, present and defend project results to target audiences",604152,Modulkatalog FMB-Masterstudiengänge (PDF),,A practice-oriented project module developing planning solutions for production and logistics systems through company case studies and team project work.,
fmb-908730,,Politik und Nachhaltigkeit,de,FMB,5,Master,core,course,energy_sustain,innovation_mgmt,sustainability; environmental policy; governance,Analyze political frameworks and actors shaping sustainability transitions; Apply theories and empirical data of sustainability research; Evaluate environmental policy instruments and their relevance; Discuss sustainability policy in written and oral form,908730,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on the political frameworks, actors and instruments of sustainability policy, illustrated by German environmental policy.",
fmb-601410,Precision and Micro Manufacturing Technologies,,en,FMB,5,Master,core,course,manufacturing,,precision manufacturing; micro manufacturing; edm; machining,"Classify precision and micro-manufacturing technologies; Describe ablative technologies such as ECM, EDM and laser machining; Explain cutting technologies for precision and micro-manufacturing; Design process chains for precision and micro-manufacturing",601410,Modulkatalog FMB-Masterstudiengänge (PDF),,"Covers precision and micro-manufacturing technologies, including ablative and cutting processes and process-chain design for micro-scale parts.",
fmb-604124,,Produktdesign und Entwurf,de,FMB,5,Master,core,course,design_plm,hci,product design; industrial design; ergonomics; form-giving,"Apply design-oriented and integrative approaches to product design; Balance aesthetic, ergonomic and technical product requirements; Use analog and digital design and drawing tools; Account for human-centred usage processes in product form-giving",604124,Modulkatalog FMB-Masterstudiengänge (PDF),,"Teaches the role of product design in integrated development, training design-oriented form-giving that balances aesthetic, ergonomic and technical needs.",
fmb-603020,,Produktionssystemplanung,de,FMB,5,Master,core,course,manufacturing,industry40,production system planning; factory planning; production,Apply methods for planning and designing factory and production systems; Analyze and condense planning-relevant data for production systems; Dimension resources and optimize machine layout under constraints; Develop a master plan for a functional overall production system,603020,Modulkatalog FMB-Masterstudiengänge (PDF),,"Teaches methodical planning and design of factory and production systems, including data analysis, resource dimensioning and machine-layout optimization.",
fmb-604165,Project module (FMB),Projektmodul (FMB),de,FMB,5,Master,core,project,methods_skills,,project work; scientific project; team project,Work on a project in a goal-oriented and effective manner; Establish the connections needed to deliver a project; Document project results; Present and defend project outcomes,604165,Modulkatalog FMB-Masterstudiengänge (PDF),,"An individual or team project module in which students work on, document, present and defend a research- or teaching-related engineering project.",CP aus Titel abgeleitet.
fmb-604165-2,Project module (FMB),Projektmodul (FMB),de,FMB,10,Master,core,project,methods_skills,,project work; scientific project; teamwork,Plan and execute an engineering project in a goal-directed way; Establish the contacts and resources required for project work; Document project results in a written report; Present and defend project outcomes,604165,Modulkatalog FMB-Masterstudiengänge (PDF),,"An individual or team project in which students independently plan, execute, document, and defend an engineering project linked to institute research or teaching.",CP aus Titel abgeleitet.
fmb-601401,Python in Production System Engineering,,en,FMB,5,Master,core,course,industry40,software_sys; ml_ai,python; production systems; graph optimization,Implement data-driven engineering activities for production systems; Write object-oriented software in Python; Apply graph theory and graph-based optimization methods; Model production systems using PAN modelling,601401,Modulkatalog FMB-Masterstudiengänge (PDF),,A blended intensive course teaching Python-based object-oriented software engineering and graph-based optimization for data-driven production system engineering.,
fmb-601417,Recent Developments in Materials Science,,en,FMB,5,Master,advanced,course,mech_mat,manufacturing,materials science; microstructure; high-temperature materials,"Understand microstructure-property relations of emerging materials; Interpret complex phase diagrams of metallic and high-temperature materials; Apply materials analysis methods such as XRD, DFT, and APT; Assess innovative processing and mechanical testing techniques for materials selection",601417,Modulkatalog FMB-Masterstudiengänge (PDF),,"A lecture series on recent materials science developments, covering new materials, microstructure-property relations, processing, testing, and analytical methods.",
fmb-604161,,Rechnerunterstützter Designentwurf,de,FMB,5,Master,core,course,design_plm,viz,cad; industrial design; product visualization,"Apply computer-aided design methods to product design tasks; Use industrial-design-typical design tools and methods; Manage interfaces between CAID, CAD, and ergonomic software systems; Create complex visualizations of products",604161,Modulkatalog FMB-Masterstudiengänge (PDF),,"A practice-oriented course on computer-aided industrial design, focusing on CAID/CAD tools, software interfaces, and complex product visualization.",
fmb-800376,,Regelung von Drehstrommaschinen,de,FMB,5,Master,advanced,course,mobility,energy_sustain,ac drives; field-oriented control; electric machines,Model AC machines using space-vector representation; Design control loops for synchronous and asynchronous machines; Apply field-oriented control and direct torque control; Evaluate machine types and control methods for applications,800376,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on the control of AC drives covering space-vector modeling, field-oriented control and direct torque control.",
fmb-601411,Resources and Recycling,,en,FMB,5,Master,core,course,energy_sustain,manufacturing,recycling; resources; sustainability,"Assess resource availability, flow, and supply conflicts; Describe recycling processes and their energy demand; Evaluate sustainable and efficient use of resources; Reintegrate recycled materials into manufacturing processes",601411,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on resource availability, sustainability, and recycling technologies, enabling students to describe recycling processes and return recycled materials to production.",
fmb-601406,,Schadensanalyse und -forschung,de,FMB,5,Master,advanced,course,mech_mat,manufacturing,failure analysis; fatigue; corrosion,"Understand the interaction of material, design, and loading for safe component design; Detect, analyze, and prevent damage in metallic components; Identify fracture and corrosion damage types and topographies; Apply standards and regulations in failure detection",601406,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on failure analysis of metallic components, covering damage mechanisms, fracture and corrosion types, and damage-preventing component design.",
fmb-604111,,Schweißtechnische Fertigungsverfahren,de,FMB,5,Master,advanced,course,manufacturing,mech_mat,welding; joining; manufacturing,"Select appropriate welding processes for a given application; Design quality-oriented welding technologies; Apply arc, laser, electron-beam, and pressure welding processes; Implement mechanization, automation, and quality assurance of welding",604111,Modulkatalog FMB-Masterstudiengänge (PDF),,"An advanced course on welding manufacturing processes, teaching process selection, quality-oriented welding technology, and automation of welded joint production.",
fmb-601325,,Schweißtechnische Konstruktion,de,FMB,5,Master,advanced,course,manufacturing,design_plm; mech_mat,welded construction; joining design; weld strength,"Design weld-appropriate and requirement-driven welded constructions; Dimension welded joints and provide conformity proof; Assess strength and crack avoidance in high-strength welded joints; Apply standards, codes, and IIW recommendations to welded structures",601325,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on the design of welded structures, covering weld-appropriate detailing, joint dimensioning, fatigue strength, and relevant standards and codes.",
fmb-501265,Scientific Computing,,en,FMB,5,Master,core,course,sim_num,software_sys,scientific computing; numerical algorithms; c programming,Implement numerical algorithms in a high-level language such as C; Analyze floating-point arithmetic and machine number errors; Use shell scripting and revision control for scientific software; Apply existing software packages in own numerical implementations,501265,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on the practical implementation of numerical algorithms, covering floating-point arithmetic, C programming and scientific software tools.",
fmb-800302,,Sensorapplikationen,de,FMB,10,Master,advanced,project,robotics,methods_skills,sensors; measurement; embedded systems,"Design and build sensor systems for a given application; Select sensors based on their functional principles; Acquire and microcontroller-based evaluation of measurement data; Test, document and present a sensor-based solution",800302,Modulkatalog FMB-Masterstudiengänge (PDF),,"A two-semester practical project in which students design, build and test sensor systems for selected application domains.",
fmb-603028,,Simulation innermotorischer Prozesse,de,FMB,5,Master,advanced,course,sim_num,mobility,engine simulation; cfd; combustion,"Apply 1D and 3D simulation tools in powertrain development; Design and model engine concepts including turbocharging and injection systems; Model combustion, mixture formation, and pollutant formation; Simulate full vehicle systems and fuel-cell drive systems",603028,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on simulating internal combustion engine processes using 1D and 3D-CFD tools, covering engine design, combustion, and full powertrain modelling.",
fmb-604279,Simulation methods of dynamical systems,,en,FMB,5,Master,core,course,sim_num,mech_mat,dynamics; multibody; numerical simulation,Model linear and non-linear dynamic systems; Apply time integration and eigenvalue analysis methods; Set up rigid and flexible multibody dynamic models; Evaluate and analyze results of numerical dynamic simulations,604279,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on simulation methods for dynamical systems, covering vibration dynamics, time integration, eigenvalue analysis, multibody systems, and nonlinearities.",
fmb-702268,Simulations of Mechanical Processes,,en,FMB,5,Master,advanced,course,sim_num,manufacturing,simulation; mechanical processes; monte carlo; particle technology,Model mechanical processes mathematically using statistical methods; Numerically solve ordinary differential equations for particle systems; Implement Monte-Carlo and stochastic solution methods; Develop and validate simulation programs for mechanical processes,702268,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on simulating mechanical processes using statistical methods, numerical ODE solvers and Monte-Carlo techniques.",
fmb-604117,Smart Systems and Adaptive Structures,Adaptronik,de,FMB,5,Master,core,course,mech_mat,robotics,adaptronics; smart structures; actuators; vibration control,"Understand adaptronic systems and their application fields; Design structure-integrated sensors and actuators; Apply active vibration and noise reduction techniques; Implement active shape adaptation through elastic deformation; Combine materials, mechanical, electrical and control engineering knowledge in the lab",604117,Modulkatalog FMB-Masterstudiengänge (PDF),,"Course on adaptronics and adaptive structures, covering structure-integrated sensors and actuators for active shape adaptation, vibration and noise control.",
fmb-601409,Space Biotechnology and Space Economy,,en,FMB,5,Master,core,course,energy_sustain,innovation_mgmt,space economy; space biotechnology; human spaceflight,Describe how gravity affects cellular systems and the human organism; Evaluate R&D platforms and constraints for space research; Analyze the space economy and low-Earth-orbit applications; Understand startup creation and commercial spaceflight in the DACHL region,601409,Modulkatalog FMB-Masterstudiengänge (PDF),,"A cross-disciplinary course introducing space biotechnology, gravitational biology, human spaceflight, and the commercial space economy in low Earth orbit.",
fmb-120442,,Startup-Engineering II,both,FMB,5,Master,advanced,project,innovation_mgmt,methods_skills,startup; entrepreneurship; project,Develop a start-up concept within a team project; Apply entrepreneurship methods to validate business ideas; Plan and execute early-stage venture activities; Document and present a start-up project,120442,Modulkatalog FMB-Masterstudiengänge (PDF),,A project module where students develop and advance a start-up concept applying entrepreneurship and venture-building methods.,
fmb-604147,,Strahltechnik,de,FMB,5,Master,advanced,course,manufacturing,mech_mat,laser; electron beam; beam welding,"Understand the generation and use of laser and electron beams for manufacturing; Apply beam processes for welding, cutting, drilling, and marking; Assess material suitability for beam welding; Design beam-welded joints and ensure their quality",604147,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on laser and electron-beam technology as manufacturing tools for joining and cutting, covering beam systems, material effects, and joint quality.",
fmb-601381,,Strukturdynamik und Lebensdaueranalyse,de,FMB,5,Master,advanced,course,mech_mat,sim_num,structural dynamics; fatigue life; vibration,Transfer structural-dynamic systems into mechanical substitute models; Solve vibration differential equations for single and multi-degree-of-freedom systems; Derive load spectra using classification methods; Estimate component service life via damage accumulation models,601381,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on structural dynamics and durability analysis, covering vibration modelling, modal analysis, load spectra derivation, and service-life estimation.",
fmb-604187-2,Supply Chain Practice: Enterprise Resource Planning Systems,,en,FMB,5,Master,core,course,logistics,industry40,erp; supply chain; production control,Classify ERP functionality within a company's information architecture; Understand the services and functionality of ERP systems; Master core ERP processes and their application limits; Apply production control methods in series and variant manufacturing,604187,Modulkatalog FMB-Masterstudiengänge (PDF),,"A practice-oriented course on enterprise resource planning systems, covering ERP functionality, business processes, and production control in series manufacturing.",
fmb-601403,Supply Networks,,en,FMB,5,Master,core,course,logistics,,supply network; supply chain; network planning,"Analyze requirements and challenges in logistics networks; Optimize logistics networks holistically and scenario-based; Apply supply chain design, planning, execution, and controlling; Conduct data acquisition, SWOT analysis, and scenario evaluation",601403,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on the design and optimization of logistics and supply networks, covering supply chain planning, scenario evaluation, and the logistics service market.",
fmb-604185,Supply Networks and Logistics Service Provider,,en,FMB,5,Master,core,course,logistics,,supply network; logistics service provider; supply chain,"Analyze requirements and limits of logistics networks; Optimize logistics networks holistically and scenario-based; Apply supply chain design, planning, execution, and controlling; Evaluate the role of logistics service providers as network designers",604185,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on logistics networks and logistics service providers, covering supply chain design, scenario-based network optimization, and inventory management.",
fmb-702262,Sustainability Assessment for Biofuels,,en,FMB,5,Master,advanced,course,energy_sustain,sim_num,life cycle assessment; biofuels; sustainability,Carry out a life cycle assessment for biofuels; Define system boundaries and apply cut-off and allocation rules; Select relevant impact categories for product systems; Use flow-sheet simulation to quantify energy and mass flows,702262,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on sustainability and life cycle assessment of biofuels, covering LCA methodology and renewable fuel production processes.",
fmb-909099,Sustainability Conflicts and Governance of Natural Resources,,en,FMB,5,Master,core,seminar,energy_sustain,innovation_mgmt,sustainability; resource governance; conflict,Critically evaluate the limits of quantitative growth and sustainability paradigms; Analyze resource-related distributional conflicts; Compare sustainability strategies across regional and global scales; Assess governance approaches for natural resources,909099,Modulkatalog FMB-Masterstudiengänge (PDF),,"A seminar examining sustainability conflicts, the limits of growth and governance approaches for natural resources.",
fmb-604179,,Sustainable Design,de,FMB,5,Master,core,course,design_plm,energy_sustain,sustainable design; industrial design; product development,"Apply aesthetic design means of form, colour, and material for sustainability; Integrate sustainable design into integrated product development; Analyze sustainability potentials of object and usage aesthetics; Investigate perception and usage effects of aesthetic design choices",604179,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on sustainable product design through aesthetic means of form, colour, and material within integrated product development processes.",
fmb-604292,Systems engineering for Manufacturing Systems,,en,FMB,5,Master,core,course,industry40,robotics; software_sys,systems engineering; production systems; automationml,"Apply engineering methods for production and control system design; Engineer mechatronic units for production systems; Apply object-oriented methods and VDI guidelines to production engineering; Model production systems using UML, SysML, and the RAMI toolbox",604292,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on systems engineering for manufacturing systems, covering mechatronic design, VDI guidelines, object orientation, and SysML/RAMI modelling.",
fmb-601157,,Technisches Innovationsmanagement,de,FMB,5,Master,core,course,innovation_mgmt,,innovation management; technology management; strategy,"Plan and control innovation processes in industrial organizations; Initiate product, technology, and process innovation decisions; Classify innovations and align innovation processes strategically; Evaluate the success and risk of innovations",601157,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on technical innovation management, enabling students to plan, classify, steer, and evaluate product, process, and technology innovation processes.",
fmb-906030,,Technologien im Sport I (ehemals Sportgerätetechnik I),de,FMB,5,Master,introductory,seminar,mech_mat,design_plm,sports technology; sports equipment; materials,Analyze the design and function of sports equipment; Evaluate materials and technologies used in sports devices; Assess performance characteristics of sports technology; Present technical sports-equipment topics in a seminar,906030,Modulkatalog FMB-Masterstudiengänge (PDF),,A seminar introducing the technologies and materials used in sports equipment and their performance characteristics.,
